display_id,doc_id,topic_id,confidence_level,ad_id,click
38.0,1280769.0,16.0,0.0682,141109.0,1.0
38.0,1280769.0,16.0,0.054,197199.0,0.0
38.0,1280769.0,16.0,0.0468,285836.0,0.0
39.0,822059.0,216.0,0.0343,28347.0,0.0
39.0,822059.0,216.0,0.0343,147706.0,0.0
39.0,822059.0,216.0,0.0343,160454.0,0.0
39.0,822059.0,216.0,0.0343,166922.0,1.0
40.0,1761443.0,20.0,0.0537,37099.0,0.0
40.0,1761443.0,216.0,0.019,37099.0,0.0
40.0,1761443.0,20.0,0.0537,322736.0,1.0
40.0,1761443.0,216.0,0.019,322736.0,1.0
40.0,1761443.0,20.0,0.0537,327087.0,0.0
40.0,1761443.0,216.0,0.019,327087.0,0.0
44.0,1747897.0,199.0,0.139,108200.0,0.0
44.0,1747897.0,20.0,0.0558,108200.0,0.0
44.0,1747897.0,143.0,0.0328,108200.0,0.0
44.0,1747897.0,216.0,0.0128,108200.0,0.0
44.0,1747897.0,199.0,0.139,111054.0,0.0
44.0,1747897.0,20.0,0.0558,111054.0,0.0
44.0,1747897.0,143.0,0.0328,111054.0,0.0
44.0,1747897.0,216.0,0.0128,111054.0,0.0
44.0,1747897.0,199.0,0.139,269739.0,1.0
44.0,1747897.0,20.0,0.0558,269739.0,1.0
44.0,1747897.0,143.0,0.0328,269739.0,1.0
44.0,1747897.0,216.0,0.0128,269739.0,1.0
44.0,1747897.0,199.0,0.139,287157.0,0.0
44.0,1747897.0,20.0,0.0558,287157.0,0.0
44.0,1747897.0,143.0,0.0328,287157.0,0.0
44.0,1747897.0,216.0,0.0128,287157.0,0.0
46.0,1279759.0,136.0,0.0486,102726.0,0.0
46.0,1279759.0,136.0,0.0486,120162.0,1.0
46.0,1279759.0,136.0,0.0486,139950.0,0.0
46.0,1279759.0,136.0,0.0486,250079.0,0.0
47.0,1778648.0,199.0,0.0188,39487.0,0.0
47.0,1778648.0,199.0,0.0188,66921.0,0.0
47.0,1778648.0,199.0,0.0188,66942.0,0.0
47.0,1778648.0,199.0,0.0188,116261.0,0.0
47.0,1778648.0,199.0,0.0188,153181.0,0.0
47.0,1778648.0,199.0,0.0188,155385.0,1.0
47.0,1778648.0,199.0,0.0188,188222.0,0.0
47.0,1778648.0,199.0,0.0188,251970.0,0.0
49.0,1624392.0,8.0,0.0376,132776.0,0.0
49.0,1624392.0,16.0,0.0219,132776.0,0.0
49.0,1624392.0,8.0,0.0376,247063.0,0.0
49.0,1624392.0,16.0,0.0219,247063.0,0.0
49.0,1624392.0,8.0,0.0376,270922.0,0.0
49.0,1624392.0,16.0,0.0219,270922.0,0.0
49.0,1624392.0,8.0,0.0376,279028.0,1.0
49.0,1624392.0,16.0,0.0219,279028.0,1.0
50.0,314245.0,143.0,0.1221,135466.0,0.0
50.0,314245.0,143.0,0.1221,152843.0,0.0
50.0,314245.0,143.0,0.1221,162121.0,0.0
50.0,314245.0,143.0,0.1221,162129.0,1.0
50.0,314245.0,143.0,0.1221,184717.0,0.0
50.0,314245.0,143.0,0.1221,192682.0,0.0
51.0,1761329.0,140.0,0.0678,5760.0,1.0
51.0,1761329.0,216.0,0.028,5760.0,1.0
51.0,1761329.0,36.0,0.0145,5760.0,1.0
51.0,1761329.0,140.0,0.0678,99568.0,0.0
51.0,1761329.0,216.0,0.028,99568.0,0.0
51.0,1761329.0,36.0,0.0145,99568.0,0.0
51.0,1761329.0,140.0,0.0678,155560.0,0.0
51.0,1761329.0,216.0,0.028,155560.0,0.0
51.0,1761329.0,36.0,0.0145,155560.0,0.0
51.0,1761329.0,140.0,0.0678,163669.0,0.0
51.0,1761329.0,216.0,0.028,163669.0,0.0
51.0,1761329.0,36.0,0.0145,163669.0,0.0
53.0,1756378.0,16.0,0.1235,141009.0,0.0
53.0,1756378.0,20.0,0.032,141009.0,0.0
53.0,1756378.0,16.0,0.1235,144980.0,0.0
53.0,1756378.0,20.0,0.032,144980.0,0.0
53.0,1756378.0,16.0,0.1235,150083.0,0.0
53.0,1756378.0,20.0,0.032,150083.0,0.0
53.0,1756378.0,16.0,0.1235,159431.0,0.0
53.0,1756378.0,20.0,0.032,159431.0,0.0
53.0,1756378.0,16.0,0.1235,278366.0,1.0
53.0,1756378.0,20.0,0.032,278366.0,1.0
55.0,844554.0,20.0,0.0104,20801.0,0.0
55.0,844554.0,20.0,0.0104,50640.0,0.0
55.0,844554.0,20.0,0.0104,101184.0,0.0
55.0,844554.0,20.0,0.0104,117500.0,0.0
55.0,844554.0,20.0,0.0104,141465.0,0.0
55.0,844554.0,20.0,0.0104,144719.0,0.0
55.0,844554.0,20.0,0.0104,192682.0,0.0
55.0,844554.0,20.0,0.0104,220854.0,1.0
57.0,813249.0,16.0,0.0637,13030.0,0.0
57.0,813249.0,143.0,0.0628,13030.0,0.0
57.0,813249.0,36.0,0.0255,13030.0,0.0
57.0,813249.0,16.0,0.0637,98204.0,1.0
57.0,813249.0,143.0,0.0628,98204.0,1.0
57.0,813249.0,36.0,0.0255,98204.0,1.0
57.0,813249.0,16.0,0.0637,150231.0,0.0
57.0,813249.0,143.0,0.0628,150231.0,0.0
57.0,813249.0,36.0,0.0255,150231.0,0.0
57.0,813249.0,16.0,0.0637,173400.0,0.0
57.0,813249.0,143.0,0.0628,173400.0,0.0
57.0,813249.0,36.0,0.0255,173400.0,0.0
57.0,813249.0,16.0,0.0637,198151.0,0.0
57.0,813249.0,143.0,0.0628,198151.0,0.0
57.0,813249.0,36.0,0.0255,198151.0,0.0
58.0,1658407.0,16.0,0.0297,229669.0,1.0
58.0,1658407.0,16.0,0.0297,255276.0,0.0
58.0,1658407.0,16.0,0.0297,278452.0,0.0
59.0,1768025.0,36.0,0.0601,69340.0,1.0
59.0,1768025.0,216.0,0.0144,69340.0,1.0
59.0,1768025.0,36.0,0.0601,93396.0,0.0
59.0,1768025.0,216.0,0.0144,93396.0,0.0
59.0,1768025.0,36.0,0.0601,97580.0,0.0
59.0,1768025.0,216.0,0.0144,97580.0,0.0
59.0,1768025.0,36.0,0.0601,98027.0,0.0
59.0,1768025.0,216.0,0.0144,98027.0,0.0
59.0,1768025.0,36.0,0.0601,120162.0,0.0
59.0,1768025.0,216.0,0.0144,120162.0,0.0
59.0,1768025.0,36.0,0.0601,151927.0,0.0
59.0,1768025.0,216.0,0.0144,151927.0,0.0
59.0,1768025.0,36.0,0.0601,195261.0,0.0
59.0,1768025.0,216.0,0.0144,195261.0,0.0
59.0,1768025.0,36.0,0.0601,269865.0,0.0
59.0,1768025.0,216.0,0.0144,269865.0,0.0
59.0,1768025.0,36.0,0.0601,330981.0,0.0
59.0,1768025.0,216.0,0.0144,330981.0,0.0
63.0,1790354.0,265.0,0.0089,122737.0,0.0
63.0,1790354.0,265.0,0.0089,125217.0,0.0
63.0,1790354.0,265.0,0.0089,202858.0,1.0
63.0,1790354.0,265.0,0.0089,247062.0,0.0
66.0,1357917.0,140.0,0.1098,52574.0,1.0
66.0,1357917.0,16.0,0.0932,52574.0,1.0
66.0,1357917.0,143.0,0.0406,52574.0,1.0
66.0,1357917.0,36.0,0.0289,52574.0,1.0
66.0,1357917.0,140.0,0.1098,173006.0,0.0
66.0,1357917.0,16.0,0.0932,173006.0,0.0
66.0,1357917.0,143.0,0.0406,173006.0,0.0
66.0,1357917.0,36.0,0.0289,173006.0,0.0
66.0,1357917.0,140.0,0.1098,182355.0,0.0
66.0,1357917.0,16.0,0.0932,182355.0,0.0
66.0,1357917.0,143.0,0.0406,182355.0,0.0
66.0,1357917.0,36.0,0.0289,182355.0,0.0
66.0,1357917.0,140.0,0.1098,197120.0,0.0
66.0,1357917.0,16.0,0.0932,197120.0,0.0
66.0,1357917.0,143.0,0.0406,197120.0,0.0
66.0,1357917.0,36.0,0.0289,197120.0,0.0
66.0,1357917.0,140.0,0.1098,331260.0,0.0
66.0,1357917.0,16.0,0.0932,331260.0,0.0
66.0,1357917.0,143.0,0.0406,331260.0,0.0
66.0,1357917.0,36.0,0.0289,331260.0,0.0
67.0,1778533.0,199.0,0.1268,47081.0,0.0
67.0,1778533.0,136.0,0.0149,47081.0,0.0
67.0,1778533.0,199.0,0.1268,173292.0,1.0
67.0,1778533.0,136.0,0.0149,173292.0,1.0
67.0,1778533.0,199.0,0.1268,252928.0,0.0
67.0,1778533.0,136.0,0.0149,252928.0,0.0
68.0,488546.0,136.0,0.0395,43517.0,0.0
68.0,488546.0,16.0,0.0353,43517.0,0.0
68.0,488546.0,136.0,0.0395,48185.0,1.0
68.0,488546.0,16.0,0.0353,48185.0,1.0
68.0,488546.0,136.0,0.0395,146666.0,0.0
68.0,488546.0,16.0,0.0353,146666.0,0.0
68.0,488546.0,136.0,0.0395,198149.0,0.0
68.0,488546.0,16.0,0.0353,198149.0,0.0
69.0,1778538.0,16.0,0.0333,23324.0,0.0
69.0,1778538.0,16.0,0.0333,104208.0,0.0
69.0,1778538.0,16.0,0.0333,173452.0,1.0
69.0,1778538.0,16.0,0.0333,211848.0,0.0
70.0,1555001.0,16.0,0.0673,95558.0,1.0
70.0,1555001.0,16.0,0.0673,99542.0,0.0
70.0,1555001.0,16.0,0.0673,136936.0,0.0
70.0,1555001.0,16.0,0.0673,158344.0,0.0
70.0,1555001.0,16.0,0.0673,237050.0,0.0
71.0,1760902.0,16.0,0.0585,56754.0,0.0
71.0,1760902.0,16.0,0.0585,69823.0,0.0
71.0,1760902.0,16.0,0.0585,74623.0,0.0
71.0,1760902.0,16.0,0.0585,96378.0,0.0
71.0,1760902.0,16.0,0.0585,144741.0,0.0
71.0,1760902.0,16.0,0.0585,151027.0,1.0
71.0,1760902.0,16.0,0.0585,199447.0,0.0
71.0,1760902.0,16.0,0.0585,257731.0,0.0
72.0,1760734.0,199.0,0.0894,153784.0,0.0
72.0,1760734.0,20.0,0.0542,153784.0,0.0
72.0,1760734.0,16.0,0.0363,153784.0,0.0
72.0,1760734.0,199.0,0.0894,276172.0,1.0
72.0,1760734.0,20.0,0.0542,276172.0,1.0
72.0,1760734.0,16.0,0.0363,276172.0,1.0
74.0,1778538.0,16.0,0.0333,89858.0,1.0
74.0,1778538.0,16.0,0.0333,105510.0,0.0
74.0,1778538.0,16.0,0.0333,139059.0,0.0
74.0,1778538.0,16.0,0.0333,255779.0,0.0
75.0,1720554.0,8.0,0.0532,26894.0,0.0
75.0,1720554.0,20.0,0.0259,26894.0,0.0
75.0,1720554.0,8.0,0.0532,131543.0,0.0
75.0,1720554.0,20.0,0.0259,131543.0,0.0
75.0,1720554.0,8.0,0.0532,148709.0,1.0
75.0,1720554.0,20.0,0.0259,148709.0,1.0
75.0,1720554.0,8.0,0.0532,151028.0,0.0
75.0,1720554.0,20.0,0.0259,151028.0,0.0
75.0,1720554.0,8.0,0.0532,154764.0,0.0
75.0,1720554.0,20.0,0.0259,154764.0,0.0
75.0,1720554.0,8.0,0.0532,163111.0,0.0
75.0,1720554.0,20.0,0.0259,163111.0,0.0
75.0,1720554.0,8.0,0.0532,181834.0,0.0
75.0,1720554.0,20.0,0.0259,181834.0,0.0
75.0,1720554.0,8.0,0.0532,258419.0,0.0
75.0,1720554.0,20.0,0.0259,258419.0,0.0
77.0,1788062.0,20.0,0.0961,149542.0,1.0
77.0,1788062.0,20.0,0.0961,178931.0,0.0
77.0,1788062.0,20.0,0.0961,179269.0,0.0
77.0,1788062.0,20.0,0.0961,195386.0,0.0
77.0,1788062.0,20.0,0.0961,246973.0,0.0
77.0,1788062.0,20.0,0.0961,257975.0,0.0
77.0,1788062.0,20.0,0.0961,331466.0,0.0
78.0,1586178.0,16.0,0.0511,95558.0,0.0
78.0,1586178.0,136.0,0.0133,95558.0,0.0
78.0,1586178.0,16.0,0.0511,136785.0,0.0
78.0,1586178.0,136.0,0.0133,136785.0,0.0
78.0,1586178.0,16.0,0.0511,237442.0,0.0
78.0,1586178.0,136.0,0.0133,237442.0,0.0
78.0,1586178.0,16.0,0.0511,252873.0,0.0
78.0,1586178.0,136.0,0.0133,252873.0,0.0
78.0,1586178.0,16.0,0.0511,257479.0,1.0
78.0,1586178.0,136.0,0.0133,257479.0,1.0
80.0,1779518.0,216.0,0.0751,68305.0,0.0
80.0,1779518.0,8.0,0.022,68305.0,0.0
80.0,1779518.0,216.0,0.0751,127047.0,1.0
80.0,1779518.0,8.0,0.022,127047.0,1.0
80.0,1779518.0,216.0,0.0751,172432.0,0.0
80.0,1779518.0,8.0,0.022,172432.0,0.0
81.0,1757148.0,216.0,0.0721,8748.0,0.0
81.0,1757148.0,8.0,0.065,8748.0,0.0
81.0,1757148.0,36.0,0.0242,8748.0,0.0
81.0,1757148.0,216.0,0.0721,45196.0,0.0
81.0,1757148.0,8.0,0.065,45196.0,0.0
81.0,1757148.0,36.0,0.0242,45196.0,0.0
81.0,1757148.0,216.0,0.0721,146881.0,1.0
81.0,1757148.0,8.0,0.065,146881.0,1.0
81.0,1757148.0,36.0,0.0242,146881.0,1.0
81.0,1757148.0,216.0,0.0721,282769.0,0.0
81.0,1757148.0,8.0,0.065,282769.0,0.0
81.0,1757148.0,36.0,0.0242,282769.0,0.0
82.0,1715349.0,143.0,0.0644,8386.0,1.0
82.0,1715349.0,16.0,0.0178,8386.0,1.0
82.0,1715349.0,143.0,0.0644,104999.0,0.0
82.0,1715349.0,16.0,0.0178,104999.0,0.0
82.0,1715349.0,143.0,0.0644,110665.0,0.0
82.0,1715349.0,16.0,0.0178,110665.0,0.0
82.0,1715349.0,143.0,0.0644,155236.0,0.0
82.0,1715349.0,16.0,0.0178,155236.0,0.0
82.0,1715349.0,143.0,0.0644,285834.0,0.0
82.0,1715349.0,16.0,0.0178,285834.0,0.0
82.0,1715349.0,143.0,0.0644,305803.0,0.0
82.0,1715349.0,16.0,0.0178,305803.0,0.0
87.0,1794514.0,265.0,0.0181,145935.0,0.0
87.0,1794514.0,265.0,0.0181,151926.0,0.0
87.0,1794514.0,265.0,0.0181,154114.0,0.0
87.0,1794514.0,265.0,0.0181,309862.0,1.0
88.0,1527657.0,16.0,0.0617,79828.0,0.0
88.0,1527657.0,20.0,0.0323,79828.0,0.0
88.0,1527657.0,16.0,0.0617,147993.0,1.0
88.0,1527657.0,20.0,0.0323,147993.0,1.0
88.0,1527657.0,16.0,0.0617,154692.0,0.0
88.0,1527657.0,20.0,0.0323,154692.0,0.0
88.0,1527657.0,16.0,0.0617,198119.0,0.0
88.0,1527657.0,20.0,0.0323,198119.0,0.0
89.0,1785043.0,20.0,0.0343,67861.0,0.0
89.0,1785043.0,140.0,0.0311,67861.0,0.0
89.0,1785043.0,20.0,0.0343,174547.0,1.0
89.0,1785043.0,140.0,0.0311,174547.0,1.0
89.0,1785043.0,20.0,0.0343,202742.0,0.0
89.0,1785043.0,140.0,0.0311,202742.0,0.0
89.0,1785043.0,20.0,0.0343,213047.0,0.0
89.0,1785043.0,140.0,0.0311,213047.0,0.0
90.0,1750826.0,265.0,0.0654,25289.0,0.0
90.0,1750826.0,136.0,0.0264,25289.0,0.0
90.0,1750826.0,36.0,0.02,25289.0,0.0
90.0,1750826.0,265.0,0.0654,153484.0,0.0
90.0,1750826.0,136.0,0.0264,153484.0,0.0
90.0,1750826.0,36.0,0.02,153484.0,0.0
90.0,1750826.0,265.0,0.0654,167580.0,1.0
90.0,1750826.0,136.0,0.0264,167580.0,1.0
90.0,1750826.0,36.0,0.02,167580.0,1.0
90.0,1750826.0,265.0,0.0654,213116.0,0.0
90.0,1750826.0,136.0,0.0264,213116.0,0.0
90.0,1750826.0,36.0,0.02,213116.0,0.0
90.0,1750826.0,265.0,0.0654,263228.0,0.0
90.0,1750826.0,136.0,0.0264,263228.0,0.0
90.0,1750826.0,36.0,0.02,263228.0,0.0
90.0,1750826.0,265.0,0.0654,271623.0,0.0
90.0,1750826.0,136.0,0.0264,271623.0,0.0
90.0,1750826.0,36.0,0.02,271623.0,0.0
93.0,1652031.0,216.0,0.0438,31367.0,0.0
93.0,1652031.0,216.0,0.0438,111055.0,0.0
93.0,1652031.0,216.0,0.0438,147993.0,1.0
93.0,1652031.0,216.0,0.0438,160455.0,0.0
93.0,1652031.0,216.0,0.0438,211049.0,0.0
93.0,1652031.0,216.0,0.0438,235450.0,0.0
94.0,1766619.0,20.0,0.0562,87029.0,0.0
94.0,1766619.0,16.0,0.0386,87029.0,0.0
94.0,1766619.0,20.0,0.0562,124745.0,0.0
94.0,1766619.0,16.0,0.0386,124745.0,0.0
94.0,1766619.0,20.0,0.0562,188890.0,0.0
94.0,1766619.0,16.0,0.0386,188890.0,0.0
94.0,1766619.0,20.0,0.0562,215666.0,1.0
94.0,1766619.0,16.0,0.0386,215666.0,1.0
95.0,1788332.0,36.0,0.0094,37416.0,0.0
95.0,1788332.0,36.0,0.0094,40529.0,1.0
95.0,1788332.0,36.0,0.0094,122740.0,0.0
95.0,1788332.0,36.0,0.0094,141317.0,0.0
95.0,1788332.0,36.0,0.0094,189226.0,0.0
96.0,497913.0,20.0,0.1641,29281.0,0.0
96.0,497913.0,16.0,0.0557,29281.0,0.0
96.0,497913.0,20.0,0.1641,48185.0,1.0
96.0,497913.0,16.0,0.0557,48185.0,1.0
96.0,497913.0,20.0,0.1641,78297.0,0.0
96.0,497913.0,16.0,0.0557,78297.0,0.0
96.0,497913.0,20.0,0.1641,84937.0,0.0
96.0,497913.0,16.0,0.0557,84937.0,0.0
96.0,497913.0,20.0,0.1641,138533.0,0.0
96.0,497913.0,16.0,0.0557,138533.0,0.0
96.0,497913.0,20.0,0.1641,143180.0,0.0
96.0,497913.0,16.0,0.0557,143180.0,0.0
99.0,314345.0,8.0,0.039,81657.0,0.0
99.0,314345.0,8.0,0.039,162121.0,0.0
99.0,314345.0,8.0,0.039,162130.0,1.0
99.0,314345.0,8.0,0.039,224785.0,0.0
99.0,314345.0,8.0,0.039,300908.0,0.0
99.0,314345.0,8.0,0.039,340041.0,0.0
101.0,1029942.0,16.0,0.2152,10731.0,0.0
101.0,1029942.0,16.0,0.0707,17917.0,0.0
101.0,1029942.0,16.0,0.0369,18493.0,0.0
101.0,1029942.0,16.0,0.0144,51402.0,1.0
101.0,1029942.0,16.0,0.0137,117307.0,0.0
101.0,1029942.0,16.0,0.0113,146172.0,0.0
101.0,1029942.0,16.0,0.008,152964.0,0.0
101.0,1029942.0,16.0,0.1776,197199.0,0.0
101.0,1029942.0,16.0,0.0593,228566.0,0.0
102.0,1744629.0,216.0,0.0332,73754.0,0.0
102.0,1744629.0,216.0,0.0332,173005.0,0.0
